1176,565.2266666666667,512
1176,567.3333333333334,512
1152,609.1733333333333,512
1968,621.0133333333333,512
2880,673.84,512
5480,758.2666666666667,512
5544,825.3333333333334,512
5552,925.2266666666667,512
5528,1018.5866666666667,512
8696,1088.4266666666667,512
8688,1101.4133333333334,512
8664,1173.9466666666667,512
8688,1228.6933333333334,512
8632,1294.6133333333332,512
8664,1289.5733333333333,512
8680,1317.04,512
8624,1369.2533333333333,512
8640,1462.1866666666667,512
8656,1476.8266666666666,512
8680,1558.4,512
8672,1549.92,512
8640,1582.08,512
8616,1601.7066666666667,512
8640,1609.04,512
8664,1716.48,512
8552,1685.12,512
