1096,567.5733333333334,512
1536,574.4,512
1528,616.5066666666667,512
2432,649.4933333333333,512
2424,687.12,512
2424,760.6933333333334,512
2424,843.7866666666666,512
2392,949.6,512
2424,1009.44,512
2416,1065.3866666666668,512
2856,1104.6133333333332,512
2416,1175.7066666666667,512
2848,1224.8,512
2864,1322.7733333333333,512
2864,1508.96,512
2856,1670.9866666666667,512
6424,1836.88,512
6448,1911.5466666666666,512
6448,1999.36,512
8656,2004.1866666666667,512
8672,2061.6266666666666,512
8680,2078.6666666666665,512
8656,2203.6266666666666,512
8672,2234.266666666667,512
8640,2273.8133333333335,536
8672,2399.3333333333335,512
8688,2516.213333333333,512
