1544,584.16,512
1232,584.5866666666667,512
1224,610.8266666666667,512
1592,632.9333333333333,512
5560,693.2533333333333,512
5544,745.6266666666667,512
13624,860.9333333333333,512
8672,941.7066666666667,512
8704,991.2533333333333,512
13616,1092.7733333333333,512
8704,1134.6666666666667,512
18944,1182.9333333333334,512
13624,1213.7333333333333,512
8664,1177.4133333333334,512
19448,1415.1733333333334,512
19384,1442.8,512
19392,1465.7866666666666,512
19472,1762.6933333333334,512
19432,1789.4933333333333,512
19368,1935.84,512
19416,1934.72,512
