1216,595.2533333333333,512
1216,615.12,512
1984,733.9466666666667,512
1984,853.44,512
2320,998.56,512
2320,1014.4533333333334,512
2424,1077.5466666666666,512
2440,1129.9733333333334,512
2416,1213.4933333333333,512
2408,1291.4133333333334,512
2448,1383.36,512
2440,1461.2266666666667,512
2448,1500.16,512
2424,1572.08,512
2464,1683.5466666666666,512
2880,1806.24,512
2792,1883.0933333333332,592
2464,1886.7733333333333,536
2808,1926.0533333333333,552
2848,1942.6666666666667,512
2808,1913.76,512
2808,1949.36,512
2824,1976.6666666666667,512
2848,1952.3466666666666,528
2840,1959.68,512
2848,1987.7333333333333,552
2840,1960.4,544
2808,1964.8,544
2848,1955.36,512
2824,1982.08,592
2808,1932.9066666666668,512
2816,1950.8266666666666,512
2832,2000.6133333333332,512
2840,1949.92,512
2792,1966.1866666666667,512
2832,1965.0933333333332,512
2856,1958.56,512
2864,1983.9466666666667,512
2824,1982.5333333333333,528
2800,1950.16,512
2864,1946.1066666666666,512
2864,1976.2933333333333,512
2824,1970.9066666666668,512
2784,1980.1866666666667,512
2832,1999.52,512
2864,1972.08,512
4184,2039.9466666666667,512
5888,2028.8,512
5056,2060.7733333333335,512
5912,2081.0133333333333,512
5816,1881.12,520
5104,2112.7466666666664,512
5088,2124.72,520
6384,2185.0133333333333,520
6392,2199.9733333333334,512
6440,2308.32,512
6448,2342.9066666666668,520
6344,2312.4,512
6440,2377.36,512
6384,2402.5866666666666,520
6360,2422.4533333333334,512
6400,2392.64,512
6392,2433.0133333333333,512
6336,2453.0133333333333,520
6328,2494.4266666666667,512
6376,2495.84,568
6432,2584.0266666666666,512
6440,2587.1466666666665,544
6424,2652.8533333333335,512
6368,2668.0266666666666,520
6352,2818.32,512
6368,2875.0666666666666,512
6416,3037.6266666666666,544
6360,3135.44,552
8680,3273.306666666667,528
8608,3397.2266666666665,544
8616,3495.76,520
8632,3590.133333333333,544
8600,3559.0666666666666,576
8600,3554.16,536
